"","Name","geom","FID_Historic_Site","Document","HoCo.ID","Address","Tax.Map","Block","Parcel","Lot","Building.Name","Common.Name","Location","Survey.Year","Comments","FID_District"
"869","Bassler House","POINT (1345454.94 559316.46)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5866","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-160.pdf"" TARGET=""NEW"">Click Here </a>",160,"Sunny Spring",35,12,0,0,"Bassler House","","Clarksville","1970","No longer exists.",NA
"870","The Powers House","POINT (1291696.44 608118.1499999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5867","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-246.pdf"" TARGET=""NEW"">Click Here </a>",246,"16013 Frederick Rd",7,12,198,0,"The Powers House","","Lisbon","1978","",NA
"871","Warfield's Range; Pilla T","POINT (1378407.9 565140.75)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5868","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-265.pdf"" TARGET=""NEW"">Click Here </a>",265,"6125 ROCKBURN BRANCH PARK",31,22,235,0,"Warfield's Range; Pilla Terra","Log Cabin","","1977","Located in Rockburn Branch park; owned by HC; vacant",NA
"872","St. Peter's Episcopal Chu","POINT (1366307.2799999998 583836.4049999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5869","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-299.pdf"" TARGET=""NEW"">Click Here </a>",299,"3695 Rogers Ave",24,12,939,0,"St. Peter's Episcopal Church","","Ellicott City","1982","New Church - Old Congregation",NA
"873","Fowble House","POINT (1291607.19 608399.385)","Historic_Sites_View.fid--710a7ce6_150a05f0815_586a","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-195.pdf"" TARGET=""NEW"">Click Here </a>",195,"",7,12,0,0,"Fowble House","","","UNK","Demolished.  Notes made by State Roads Commission",NA
"874","Flohr House (site)","POINT (1291515.8699999999 608233.74)","Historic_Sites_View.fid--710a7ce6_150a05f0815_586b","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-196.pdf"" TARGET=""NEW"">Click Here </a>",196,"SE corner of MD 144 & Woo",7,12,0,0,"Flohr House (site)","","Lisbon","1971","",NA
"875","Old Howard County Court H","POINT (1368689.13 583594.3949999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_586c","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-340.pdf"" TARGET=""NEW"">Click Here </a>",340,"8398 Main St",25,7,317,0,"Old Howard County Court House","","Ellicott City","1982","restored, used as a historical display",NA
"876","George White's Cottage","POINT (1366613.97 583580.325)","Historic_Sites_View.fid--710a7ce6_150a05f0815_586d","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-334.pdf"" TARGET=""NEW"">Click Here </a>",334,"8624 Main St",25,7,176,0,"George White's Cottage","","Ellicott City","1981","",NA
"877","Peddicord-William Streake","POINT (1318298.19 599135.4149999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_586e","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-375.pdf"" TARGET=""NEW"">Click Here </a>",375,"13370 Frederick Rd",15,2,73,0,"Peddicord-William Streaker House","","West Friendship","UNK","No Form",NA
"878","The Catherine Kuhn House","POINT (1367241.1199999999 583871.5199999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_586f","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-482.pdf"" TARGET=""NEW"">Click Here </a>",482,"8572 Main St",25,7,171,0,"The Catherine Kuhn House","","Ellicott City","1982","",NA
"879","Rudisill House","POINT (1362568.74 600559.995)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5870","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-535.pdf"" TARGET=""NEW"">Click Here </a>",535,"Patapsco State Park",17,5,0,0,"Rudisill House","","Daniels","1979","site in state park",NA
"880","The Judge's Bench (Buzz S","POINT (1368805.02 583386.8999999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5871","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-573.pdf"" TARGET=""NEW"">Click Here </a>",573,"8385 Main St",25,7,89,0,"The Judge's Bench (Buzz Suter Bldg)","","Ellicott City","UNK","",NA
"881","Highland Schoolhouse","POINT (1322802.3299999998 547688.4299999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5872","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-575.pdf"" TARGET=""NEW"">Click Here </a>",575,"Highland Rd",40,10,519,0,"Highland Schoolhouse","","Clarksville","UNK","",NA
"882","Old National Pike Milesto","POINT (1335510.0599999998 592610.6699999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5873","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-598.pdf"" TARGET=""NEW"">Click Here </a>",598,"Frederick Rd",16,14,0,0,"Old National Pike Milestone #17","","","1973","NO FORM",NA
"883","Old National Pike Milesto","POINT (1330506.0599999998 594309.1649999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5874","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-599.pdf"" TARGET=""NEW"">Click Here </a>",599,"Frederick Rd",16,13,0,0,"Old National Pike Milestone #18","","","1973","NO FORM",NA
"884","Pool's Lounge and Cabins","POINT (1379472.15 551942.22)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5875","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-589.pdf"" TARGET=""NEW"">Click Here </a>",589,"Washington Blvd",43,5,65,0,"Pool's Lounge and Cabins","","","1990","Cabin demolished, South of B-W Industrial Park",NA
"885","Old National Pike #16","POINT (1340355.75 590502.75)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5876","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-597.pdf"" TARGET=""NEW"">Click Here </a>",597,"Frederick Rd",16,22,446,0,"Old National Pike #16","","","1973","NO FORM",NA
"886","Old National Pike #15","POINT (1345380.24 589033.3949999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5877","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-596.pdf"" TARGET=""NEW"">Click Here </a>",596,"Frederick Rd",16,24,0,0,"Old National Pike #15","","","1973","NO FORM",NA
"887","Old National Pike #14","POINT (1350420.5399999998 587459.565)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5878","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-595.pdf"" TARGET=""NEW"">Click Here </a>",595,"Frederick Rd",24,1,0,0,"Old National Pike #14","","","1973","NO FORM",NA
"888","Old National Pike #13","POINT (1355386.5 585791.7899999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5879","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-594.pdf"" TARGET=""NEW"">Click Here </a>",594,"Frederick Rd",24,3,661,0,"Old National Pike #13","","","1973","NO FORM",NA
"889","Old National Pike #12","POINT (1360578.69 584926.7699999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_587a","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-593.pdf"" TARGET=""NEW"">Click Here </a>",593,"Frederick Rd",24,11,535,0,"Old National Pike #12","","","1973","NO FORM",NA
"890","Old National Pike #11","POINT (1365495.18 583891.4099999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_587b","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-592.pdf"" TARGET=""NEW"">Click Here </a>",592,"Frederick Rd",24,12,0,0,"Old National Pike #11","","","1973","NO FORM",NA
"891","Howard's Family homeplace","POINT (1375200.9 554859.9149999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_587c","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-639.pdf"" TARGET=""NEW"">Click Here </a>",639,"",37,21,500,0,"Howard's Family homeplace for Free Slaves","","Elkridge","1994","Meadowridge road, Cemetery Lane",NA
"892","Bridge #13038","POINT (1296554.19 572445)","Historic_Sites_View.fid--710a7ce6_150a05f0815_587d","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-641.pdf"" TARGET=""NEW"">Click Here </a>",641,"MD 97 over Patuxent River",27,7,0,0,"Bridge #13038","","","1995","",NA
"893","Shipley House","POINT (1336575.15 602629.005)","Historic_Sites_View.fid--710a7ce6_150a05f0815_587e","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-642.pdf"" TARGET=""NEW"">Click Here </a>",642,"11685 Old Frederick Rd",10,21,23,0,"Shipley House","","","1992","",NA
"894","Warfield-Sullivan House","POINT (1316469.66 584611.1549999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_587f","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-643.pdf"" TARGET=""NEW"">Click Here </a>",643,"3625 Andrea Dr",22,8,116,0,"Warfield-Sullivan House","","West Friendship","1995","",NA
"895","Edward Talbott Clark Farm","POINT (1364129.76 577551.96)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5880","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-647.pdf"" TARGET=""NEW"">Click Here </a>",647,"Montgomery Rd",24,24,501,0,"Edward Talbott Clark Farm Buildings Complex","","Ellicott City","1995","",NA
"896","Bridge (SHA# 13032)","POINT (1353918.27 587206.47)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5881","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-649.pdf"" TARGET=""NEW"">Click Here </a>",649,"US 40 over Little Patuxen",24,2,0,0,"Bridge (SHA# 13032)","","","1995","",NA
"897","Bridge (#13041)","POINT (1382837.6099999999 551512.635)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5882","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-650.pdf"" TARGET=""NEW"">Click Here </a>",650,"Dorsey Rd",43,6,0,0,"Bridge (#13041)","","Dorsey","1996","SHA 2009 report says not eligible",NA
"898","Bridge (SHA# HO-0029)","POINT (1304321.4 570732.1499999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5883","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-651.pdf"" TARGET=""NEW"">Click Here </a>",651,"Triadelphia Mill Rd",27,16,0,0,"Bridge (SHA# HO-0029)","","Dayton","1995","",NA
"899","Bridge (SHA# HO-0061)","POINT (1386026.88 554977.9349999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5884","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-652.pdf"" TARGET=""NEW"">Click Here </a>",652,"Athol Ave",38,19,0,0,"Bridge (SHA# HO-0061)","","Elkridge","1995","",NA
"900","Bridge (SHA3 HO-0101)","POINT (1365244.95 583987.11)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5885","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-653.pdf"" TARGET=""NEW"">Click Here </a>",653,"Frederick Rd",24,12,0,0,"Bridge (SHA3 HO-0101)","","Ellicott City","1995","",NA
"901","Bridge (SHA# HO-0102)","POINT (1355591.25 572992.6799999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5886","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-654.pdf"" TARGET=""NEW"">Click Here </a>",654,"Woodland Rd",30,9,0,0,"Bridge (SHA# HO-0102)","","Columbia","1995","",NA
"902","Bridge (SHA# HO-105)","POINT (1333749.8399999999 608301.4349999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5887","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-679.pdf"" TARGET=""NEW"">Click Here </a>",679,"Henryton Rd",10,8,0,0,"Bridge (SHA# HO-105)","","Sykesville","1997","",NA
"903","Bridge (SHA# 130034)","POINT (1372568.3399999999 593492.835)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5888","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-656.pdf"" TARGET=""NEW"">Click Here </a>",656,"",18,15,0,0,"Bridge (SHA# 130034)","","","1995","",NA
"904","Bridge (SHA# HO-6)","POINT (1391842.3199999998 567764.49)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5889","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-657.pdf"" TARGET=""NEW"">Click Here </a>",657,"River Rd",32,15,0,0,"Bridge (SHA# HO-6)","","","UNK","",NA
"905","Old National Pike Milesto","POINT (1370416.0499999998 583203.4349999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_588a","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-591.pdf"" TARGET=""NEW"">Click Here </a>",591,"Main St",25,8,0,0,"Old National Pike Milestone #10","","Ellicott City","1973","NO FORM",NA
"906","Old National Pike Milesto","POINT (1320495.39 597754.4249999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_588b","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-601.pdf"" TARGET=""NEW"">Click Here </a>",601,"Frederick Rd",15,3,0,0,"Old National Pike Milestone #20","","","1973","NO FORM",NA
"907","Old National Pike Milesto","POINT (1310534.22 601024.6799999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_588c","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-603.pdf"" TARGET=""NEW"">Click Here </a>",603,"Frederick Rd",8,24,0,0,"Old National Pike Milestone #22","","","1973","NO FORM",NA
"908","Old National Pike Milesto","POINT (1300892.3099999998 605314.0199999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_588d","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-605.pdf"" TARGET=""NEW"">Click Here </a>",605,"Frederick Rd",8,15,0,0,"Old National Pike Milestone #24","","","1973","NO FORM",NA
"909","Old National Pike #26","POINT (1290883.74 608606.2799999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_588e","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-607.pdf"" TARGET=""NEW"">Click Here </a>",607,"Frederick Rd",7,11,0,0,"Old National Pike #26","","","1973","NO FORM",NA
"910","Old National Pike #27","POINT (1285930.71 610483.32)","Historic_Sites_View.fid--710a7ce6_150a05f0815_588f","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-608.pdf"" TARGET=""NEW"">Click Here </a>",608,"Frederick Rd",7,4,0,0,"Old National Pike #27","","","1973","NO FORM",NA
"911","Old National Pike Milesto","POINT (1295982.8399999999 606888.1649999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5890","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-606.pdf"" TARGET=""NEW"">Click Here </a>",606,"Frederick Rd",8,7,0,0,"Old National Pike Milestone #25","","","1973","NO FORM",NA
"912","Old National Pike Milesto","POINT (1305658.98 603020.82)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5891","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-604.pdf"" TARGET=""NEW"">Click Here </a>",604,"Frederick Rd",8,22,0,0,"Old National Pike Milestone #23","","","1973","NO FORM",NA
"913","Old National PIke Milesto","POINT (1315548.15 599382.075)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5892","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-602.pdf"" TARGET=""NEW"">Click Here </a>",602,"Frederick Rd",15,2,0,0,"Old National PIke Milestone #21","","","1973","NO FORM",NA
"914","Old National Pike #19","POINT (1325449.68 595945.0199999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5893","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-600.pdf"" TARGET=""NEW"">Click Here </a>",600,"Frederick Rd",15,11,0,0,"Old National Pike #19","","","1973","NO FORM",NA
"915","Bridge (SHA# HO-13)","POINT (1356295.77 533539.32)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5894","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-658.pdf"" TARGET=""NEW"">Click Here </a>",658,"Stephens Rd",47,15,0,0,"Bridge (SHA# HO-13)","","","1995","",NA
"916","Bridge (SHA# HO-15)","POINT (1354270.5299999998 543876.6)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5895","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-659.pdf"" TARGET=""NEW"">Click Here </a>",659,"Murray Hill Rd",42,14,0,0,"Bridge (SHA# HO-15)","","","UNK","NO FORM",NA
"917","Bridge (SHA# HO-31)","POINT (1315357.74 594289.08)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5896","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-660.pdf"" TARGET=""NEW"">Click Here </a>",660,"Pfefferkorn Rd",15,13,0,0,"Bridge (SHA# HO-31)","","","UNK","NO FORM",NA
"918","Bridge (SHA# HO-32)","POINT (1307458.17 583588.86)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5897","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-661.pdf"" TARGET=""NEW"">Click Here </a>",661,"Shady Ln",21,11,0,0,"Bridge (SHA# HO-32)","","","1997","",NA
"919","Bridge (SHA# HO-35)","POINT (1282596.7799999998 586346.4149999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5898","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-662.pdf"" TARGET=""NEW"">Click Here </a>",662,"Hipsley Mill Rd",20,3,0,0,"Bridge (SHA# HO-35)","","","1997","",NA
"920","Bridge (SHA# HO-38)","POINT (1291844.46 586166.1749999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5899","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-663.pdf"" TARGET=""NEW"">Click Here </a>",663,"Daisy Rd",20,6,0,0,"Bridge (SHA# HO-38)","","","1995","",NA
"921","Bridge (SHA# HO-41)","POINT (1294179.69 594688.1549999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_589a","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-664.pdf"" TARGET=""NEW"">Click Here </a>",664,"Daisy Rd",13,18,0,0,"Bridge (SHA# HO-41)","","","","",NA
"922","Bridge (SHA# HO-48)","POINT (1352274.45 588509.34)","Historic_Sites_View.fid--710a7ce6_150a05f0815_589b","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-665.pdf"" TARGET=""NEW"">Click Here </a>",665,"Bethany Ln",24,2,0,0,"Bridge (SHA# HO-48)","","","","",NA
"923","Bridge (SHA# HO-55)","POINT (1362820.1099999999 558716.955)","Historic_Sites_View.fid--710a7ce6_150a05f0815_589c","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-666.pdf"" TARGET=""NEW"">Click Here </a>",666,"Old Montgomery Rd",36,17,0,0,"Bridge (SHA# HO-55)","","","","",NA
"924","Bridge (SHA# HO-62)","POINT (1374492.0899999999 556385.49)","Historic_Sites_View.fid--710a7ce6_150a05f0815_589d","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-667.pdf"" TARGET=""NEW"">Click Here </a>",667,"Mayfield Ave",37,15,0,0,"Bridge (SHA# HO-62)","","","","",NA
"925","Bridge (SHA# H1-06)","POINT (1333514.16 543854.205)","Historic_Sites_View.fid--710a7ce6_150a05f0815_589e","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-668.pdf"" TARGET=""NEW"">Click Here </a>",668,"Pindell School Rd",41,14,0,0,"Bridge (SHA# H1-06)","","","","",NA
"926","Bridge (SHA# H1-07)","POINT (1370112.8699999999 583034.2799999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_589f","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-669.pdf"" TARGET=""NEW"">Click Here </a>",669,"Tiber Aly",25,8,0,0,"Bridge (SHA# H1-07)","","","","",NA
"927","Bridge (SHA# H1-08)","POINT (1341280.41 550423.095)","Historic_Sites_View.fid--710a7ce6_150a05f0815_58a0","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-670.pdf"" TARGET=""NEW"">Click Here </a>",670,"Sanner Rd",41,4,0,0,"Bridge (SHA# H1-08)","","","","",NA
"928","Bridge (SHA# 13029)","POINT (1372017.18 531640.71)","Historic_Sites_View.fid--710a7ce6_150a05f0815_58a1","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-671.pdf"" TARGET=""NEW"">Click Here </a>",671,"Guilford Rd",48,20,0,0,"Bridge (SHA# 13029)","","","","",NA
"929","Bridge (SHA# HO-2)","POINT (1377046.68 575839.1699999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_58a2","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-677.pdf"" TARGET=""NEW"">Click Here </a>",677,"Bonnie Branch Rd",31,4,0,0,"Bridge (SHA# HO-2)","","","UNK","",NA
"930","Bridge (SHA# HO-53)","POINT (1335770.52 611767.62)","Historic_Sites_View.fid--710a7ce6_150a05f0815_58a3","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-678.pdf"" TARGET=""NEW"">Click Here </a>",678,"Henryton Rd",10,2,0,0,"Bridge (SHA# HO-53)","","","1997","",NA
